Date,Weekly Returns,Weekly TBill,Weekly Excess
2019-04-12,0.5063310454163306,0.12192307689711537,0.3844079685192152
2019-04-19,2.770776959651755,0.12288461541923076,2.6478923442325244
2019-04-26,0.0,0.12442307694230768,-0.12442307694230768
2019-05-03,-1.225490218994485,0.12403846156153844,-1.3495286805560234
2019-05-10,-2.4813896251401957,0.12211538458749999,-2.6035050097276957
2019-05-17,-2.290070556370205,0.12019230768365384,-2.410262864053859
2019-05-24,0.7812479821345031,0.11769230770865385,0.6635556744258493
2019-05-31,-0.5167978268646012,0.11384615383076922,-0.6306439806953704
2019-06-07,-2.337666300984176,0.11499999997307692,-2.4526663009572527
2019-06-14,-6.914889839451965,0.1148076922826923,-7.029697531734658
2019-06-21,-5.428575788225443,0.11557692304423076,-5.544152711269674
2019-06-28,0.6042319400583196,0.11326923075961538,0.4909627092987042
2019-07-05,6.3063133241192615,0.11249999999807692,6.193813324121185
2019-07-12,-3.107350964417932,0.11019230771346153,-3.2175432721313935
2019-07-19,0.29155186892921847,0.11038461540384614,0.18116725352537233
2019-07-26,-2.3255901635817477,0.10865384612019231,-2.43424400970194
2019-08-02,-2.976190611348406,0.10423076924134615,-3.080421380589752
2019-08-09,8.588966818451048,0.10538461538365386,8.483582203067394
2019-08-16,1.6949108707875915,0.10403846155096154,1.59087240923663
2019-08-23,-6.388886769612634,0.10423076924134615,-6.493117538853981
2019-08-30,-0.8902054310647389,0.1023076923375,-0.992513123402239
2019-09-06,1.7964025350603707,0.10250000002788462,1.6939025350324861
2019-09-13,10.294117647058831,0.1023076923375,10.19180995472133
2019-09-20,-4.7999979654947955,0.10403846155096154,-4.9040364270457575
2019-09-27,-1.6806786442459365,0.10076923074423078,-1.7814478749901672
2019-10-04,-4.558400409335506,0.09999999998269231,-4.658400409318198
2019-10-11,-6.268657855133508,0.09769230769807692,-6.366350162831585
2019-10-18,18.152862817957004,0.09807692307884615,18.054785894878158
2019-10-25,1.0781712731280146,0.09692307693653847,0.9812481961914762
2019-11-01,-3.2000020345052116,0.09769230769807692,-3.2976943422032887
2019-11-08,4.407719896547091,0.09730769231730768,4.310412204229784
2019-11-15,-0.7915647484946997,0.09692307693653847,-0.8884878254312382
2019-11-22,0.79788048918219,0.09442307689134616,0.7034574122908439
2019-11-29,1.8469575727172893,0.09653846155576923,1.7504191111615202
2019-12-06,-1.5544002534698453,0.09692307693653847,-1.651323330406384
2019-12-13,-2.105261150159332,0.09692307693653847,-2.2021842270958705
2019-12-20,3.7634346302927835,0.09653846155576923,3.666896168737014
2019-12-27,-1.5544002534698453,0.09596153848461539,-1.6503617919544606
2020-01-03,9.999997992264586,0.09711538462692307,9.902882607637663
2020-01-10,-3.349276882140184,0.09807692307884615,-3.4473538052190302
2020-01-17,12.128706747802621,0.09846153845961539,12.030245209343006
2020-01-24,-4.194255503711419,0.09865384615,-4.29290934986142
2020-01-31,2.304147384427413,0.09826923076923078,2.2058781536581824
2020-02-07,-6.981986897030845,0.09826923076923078,-7.080256127800076
2020-02-14,2.421307550782359,0.09750000000769231,2.3238075507746667
2020-02-21,-5.200947523923249,0.09769230769807692,-5.298639831621326
2020-02-28,-2.992511206743853,0.09538461541346153,-3.0878958221573147
2020-03-06,-4.884322497043858,0.0938461538201923,-4.97816865086405
2020-03-13,0.27026614627323475,0.09211538460673077,0.17815076166650398
2020-03-20,-8.355791379030597,0.08192307694615385,-8.437714455976751
2020-03-27,-11.470587113324338,0.0825,-11.553087113324338
